event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Ongoing Pregnancy,ICD10,O12.21,Gestational edema with proteinuria- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O14.00,Mild to moderate pre-eclampsia- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.22,Gestational edema with proteinuria- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O14.03,Mild to moderate pre-eclampsia- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.23,Gestational edema with proteinuria- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O14.02,Mild to moderate pre-eclampsia- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.13,Gestational proteinuria- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.00,Antepartum hemorrhage with coagulation defect- unspecified,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.01,Antepartum hemorrhage with afibrinogenemia,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.02,Antepartum hemorrhage with disseminated intravascular coagulation,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.22,Partial placenta previa NOS or without hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.21,Partial placenta previa NOS or without hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.20,Partial placenta previa NOS or without hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O14.10,Severe pre-eclampsia- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.09,Antepartum hemorrhage with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.23,Partial placenta previa NOS or without hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O14.12,Severe pre-eclampsia- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O14.13,Severe pre-eclampsia- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.90,Antepartum hemorrhage- unspecified- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.91,Antepartum hemorrhage- unspecified- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.92,Antepartum hemorrhage- unspecified- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.93,Antepartum hemorrhage- unspecified- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.8X,Other antepartum hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.00,Premature separation of placenta with coagulation defect- unspecified,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.01,Premature separation of placenta with afibrinogenemia,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.33,Partial placenta previa with hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.32,Partial placenta previa with hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.31,Partial placenta previa with hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.30,Partial placenta previa with hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.2,Partial placenta previa without hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.09,Premature separation of placenta with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.4,Low lying placenta NOS or without hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.02,Premature separation of placenta with disseminated intravascular coagulation,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.3,Partial placenta previa with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.5,Low lying placenta with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.90,Premature separation of placenta- unspecified- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.91,Premature separation of placenta- unspecified- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.92,Premature separation of placenta- unspecified- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.40,Low lying placenta NOS or without hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.8X,Other premature separation of placenta,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.00,Complete placenta previa NOS or without hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.93,Premature separation of placenta- unspecified- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.43,Low lying placenta NOS or without hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.42,Low lying placenta NOS or without hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.41,Low lying placenta NOS or without hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O21.1,Hyperemesis gravidarum with metabolic disturbance,C0405080,Hyperemesis gravidarum with metabolic disturbance,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44,Placenta praevia,C0032046,Placenta Previa,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O46.9,"Antepartum haemorrhage, unspecified",C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,674.2,Disruption perineal laceration wound,C3537063,Obstetric perineal wound disruption,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,671.8,Hemorrhoids in pregnancy and the puerperium,C0342033,Hemorrhoids in pregnancy and/or puerperium,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,674.44,"Placental polyp, postpartum",C0157591,"Placental polyp, postpartum",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,772.1,Intraventricular hemorrhage from any perinatal cause,C0270191,Perinatal intraventricular hemorrhage,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,674.22,"Disruption of perineal wound, with delivery, with mention of postpartum complication",C0157583,"Disruption of perineal wound, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,674.20,"Disruption of perineal wound, unspecified as to episode of care in pregnancy",C0157582,"Disruption of perineal wound, unspecified as to episode of care or not applicable",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,674.32,"Other complications of obstetrical surgical wounds, with delivery, with mention of postpartum complication",C0157587,"Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,674.30,"Other complications of obstetrical surgical wounds, unspecified as to episode of care",C0157586,"Other complications of obstetrical surgical wounds, unspecified as to episode of care or not applicable",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,779.9,Congenital debility NOS,C0270077,congenital; debility,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,641.0,Low implantation of placenta without hemorrhage,C0866294,"Placenta previa noted, before labor, without hemorrhage",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.6,"Eclamptic toxemia complicating pregnancy, childbirth or the puerperium",C0260338,"Eclampsia complicating pregnancy, childbirth or the puerperium",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,653.4,Cephalopelvic disproportion NOS,C0085988,Cephalopelvic Disproportion,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.24,"Obstetrical blood-clot embolism, postpartum",C0157557,"Obstetrical blood-clot embolism, postpartum condition or complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.23,"Obstetrical blood-clot embolism, antepartum",C0157556,"Obstetrical blood-clot embolism, antepartum",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.22,"Obstetrical blood-clot embolism, with mention of postpartum complication",C0157555,"Obstetrical blood-clot embolism, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.21,"Obstetrical blood-clot embolism, with delivery, with or without mention of antepartum condition",C0157554,"Obstetrical blood-clot embolism, delivered, with or without mention of antepartum condition",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.20,"Obstetrical blood-clot embolism, unspecified as to episode of care",C0157552,Obstetrical blood clot embolism,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,643.2,Excessive vomiting starting after 22 completed weeks of gestation,C0156699,Late vomiting of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,643.13,"Hyperemesis gravidarum with metabolic disturbance, antepartum",C0156698,"Hyperemesis gravidarum with metabolic disturbance, antepartum",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.12,"Amniotic fluid embolism, with delivery, with mention of postpartum complication",C0157549,"Amniotic fluid embolism, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,643.00,"Mild hyperemesis gravidarum, unspecified as to episode of care",C0156692,"Mild hyperemesis gravidarum, unspecified as to episode of care or not applicable",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,643.11,"Hyperemesis gravidarum with metabolic disturbance, delivered",C0156697,"Hyperemesis gravidarum with metabolic disturbance, delivered",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,643.10,"Hyperemesis gravidarum with metabolic disturbance, unspecified as to episode of care",C0156696,"Hyperemesis gravidarum with metabolic disturbance, unspecified as to episode of care or not applicable",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,764.18,"Light-for-dates with signs of fetal malnutrition, 2,000- 2,499 grams",C0158870,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,643.03,"Mild hyperemesis gravidarum, antepartum",C0156694,"Mild hyperemesis gravidarum, antepartum condition or complication",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,764.19,"""Light-for-dates"" with signs of fetal malnutrition, 2,500+ grams",C0158871,"""Light-for-dates""with signs of fetal malnutrition, 2,500 grams and over",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,641.20,"Premature separation of placenta, unspecified as to episode of care",C0000832,Abruptio Placentae,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,641.2,Ablatio placentae,C0000832,Abruptio Placentae,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,674.12,"Disruption of cesarean wound, with delivery, with mention of postpartum complication",C0157579,"Disruption of cesarean wound, with delivery, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,770.4,Primary atelectasis of newborn,C0270163,"Primary atelectasis, in perinatal period",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,653.43,"Fetopelvic disproportion, antepartum",C1142292,"Foetopelvic disproportion, antepartum",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,640.03,"Threatened abortion, antepartum",C0000821,Threatened abortion,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.84,"Other obstetrical pulmonary embolism, postpartum",C0157569,"Other obstetrical pulmonary embolism, postpartum condition or complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.83,"Other obstetrical pulmonary embolism, antepartum",C0157568,"Other obstetrical pulmonary embolism, antepartum condition or complication",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.82,"Other obstetrical pulmonary embolism, with delivery, with mention of postpartum complication",C0157567,"Other obstetrical pulmonary embolism, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.33,"Obstetrical pyemic and septic embolism, antepartum",C0157562,"Obstetrical pyemic and septic embolism, antepartum condition or complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.32,"Obstetrical pyemic and septic embolism, with delivery, with mention of postpartum complication",C0157561,"Obstetrical pyemic and septic embolism, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.31,"Obstetrical pyemic and septic embolism, with delivery, with or without mention of antepartum condition",C0157560,"Obstetrical pyemic and septic embolism, delivered, with or without mention of antepartum condition",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,640.93,"Unspecified hemorrhage in early pregnancy, antepartum",C0269599,"Hemorrhage in early pregnancy, antepartum",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.81,"Other obstetrical pulmonary embolism, with delivery, with or without mention of antepartum condition",C0157566,"Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.80,"Other obstetrical pulmonary embolism, unspecified as to episode of care",C0157565,"Other obstetrical pulmonary embolism, unspecified as to episode of care or not applicable",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,673.34,"Obstetrical pyemic and septic embolism, postpartum",C0157563,"Obstetrical pyemic and septic embolism, postpartum condition or complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.3,Gestational hypertension,C0852036,Pregnancy associated hypertension,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.44,"Mild or unspecified pre-eclampsia, postpartum",C0156668,"Mild or unspecified pre-eclampsia, postpartum condition or complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.43,"Mild or unspecified pre-eclampsia, antepartum",C0156667,"Mild or unspecified pre-eclampsia, antepartum condition or complication",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.42,"Mild or unspecified pre-eclampsia, with delivery, with mention of postpartum complication",C0156666,"Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.50,"Severe pre-eclampsia, unspecified as to episode of care",C0156669,"Severe pre-eclampsia, unspecified as to episode of care or not applicable",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.40,"Mild or unspecified pre-eclampsia, unspecified as to episode of care",C0156664,"Mild or unspecified pre-eclampsia, unspecified as to episode of care or not applicable",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,647.12,"Gonorrhea of mother, with delivery, with mention of postpartum complication",C0156784,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.33,"Transient hypertension of pregnancy, antepartum",C0156662,"Transient hypertension of pregnancy, antepartum",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,647.11,"Gonorrhea of mother, with delivery",C0156783,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.32,"Transient hypertension of pregnancy, with delivery, with mention of postpartum complication",C0156661,"Transient hypertension of pregnancy, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.4,Mild pre-eclampsia,C4551893,Toxemia of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.23,"Other pre-existing hypertension, antepartum",C0156657,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,647.02,"Syphilis of mother, complicating pregnancy, with delivery, with mention of postpartum complication",C0156778,"Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.22,"Other pre-existing hypertension, with delivery, with mention of postpartum complication",C0156656,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,MTHICD9,642.21,"Other pre-existing hypertension, with delivery",C0156655,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition",exclude,,P,OngoingPregnancy1,PrA
