event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Ongoing Pregnancy,ICD9CM,647.43,Malaria in the mother- antepartum condition or complication,C0747820,Malaria- antepartum,narrow,P,OngoingPregnancy2,PrA,647.43
Ongoing Pregnancy,ICD9CM,647.53,Rubella in the mother- antepartum condition or complication,C0156809,Rubella in pregnancy,narrow,P,OngoingPregnancy2,PrA,647.53
Ongoing Pregnancy,ICD9CM,647.60,Other viral diseases in the mother- unspecified as to episode of care or not applicable,C0156812,Other viral diseases in the mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,647.60
Ongoing Pregnancy,ICD9CM,647.63,Other viral diseases in the mother- antepartum condition or complication,C0156815,Other viral diseases in the mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,647.63
Ongoing Pregnancy,ICD9CM,647.80,Other specified infectious and parasitic diseases of mother- unspecified as to episode of care or not applicable,C0156818,Other specified infectious and parasitic diseases of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,647.80
Ongoing Pregnancy,ICD9CM,647.83,Other specified infectious and parasitic diseases of mother- antepartum condition or complication,C0156821,Other specified infectious and parasitic diseases of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,647.83
Ongoing Pregnancy,ICD9CM,647.90,Unspecified infection or infestation of mother- unspecified as to episode of care or not applicable,C0156824,Unspecified infection or infestation of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,647.90
Ongoing Pregnancy,ICD9CM,647.93,Unspecified infection or infestation of mother- antepartum condition or complication,C0156827,Unspecified infection or infestation of mother- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,647.93
Ongoing Pregnancy,ICD9CM,647.93,Unspecified infection or infestation of mother- antepartum condition or complication,C0156827,Unspecified infection or infestation of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,647.93
Ongoing Pregnancy,ICD9CM,648.03,Diabetes mellitus of mother- complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0032969,Pregnancy in Diabetics,narrow,P,OngoingPregnancy2,PrA,648.03
Ongoing Pregnancy,ICD9CM,648.10,Thyroid dysfunction of mother- unspecified as to episode of care or not applicable,C0156837,Thyroid dysfunction of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.10
Ongoing Pregnancy,ICD9CM,648.13,Thyroid dysfunction of mother- antepartum condition or complication,C0747834,Thyroid dysfunction in pregnancy,narrow,P,OngoingPregnancy2,PrA,648.13
Ongoing Pregnancy,ICD9CM,648.23,Anemia of mother- antepartum condition or complication,C0271930,Anemia of pregnancy,narrow,P,OngoingPregnancy2,PrA,648.23
Ongoing Pregnancy,ICD9CM,648.33,Drug dependence of mother- antepartum condition or complication,C0156852,Pregnancy and drug dependence,narrow,P,OngoingPregnancy2,PrA,648.33
Ongoing Pregnancy,ICD9CM,648.40,Mental disorders of mother- unspecified as to episode of care or not applicable,C0156855,Mental disorders of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.40
Ongoing Pregnancy,ICD9CM,648.43,Mental disorders of mother- antepartum condition or complication,C0156858,Mental disorders of mother- antepartum,narrow,P,OngoingPregnancy2,PrA,648.43
Ongoing Pregnancy,ICD9CM,648.50,Congenital cardiovascular disorders of mother- unspecified as to episode of care or not applicable,C0156861,Congenital cardiovascular disorders of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.50
Ongoing Pregnancy,ICD9CM,648.53,Congenital cardiovascular disorders of mother- antepartum condition or complication,C0156864,Congenital cardiovascular disorders of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,648.53
Ongoing Pregnancy,ICD9CM,648.60,Other cardiovascular diseases of mother- unspecified as to episode of care or not applicable,C0156867,Other cardiovascular diseases of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.60
Ongoing Pregnancy,ICD9CM,648.63,Other cardiovascular diseases of mother- antepartum condition or complication,C0156870,Other cardiovascular diseases of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,648.63
Ongoing Pregnancy,ICD9CM,648.73,Bone and joint disorders of back- pelvis- and lower limbs of mother- antepartum condition or complication,C0156876,Bone and joint disorders of back- pelvis- and lower limbs of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,648.73
Ongoing Pregnancy,ICD9CM,648.90,Other current conditions classifiable elsewhere of mother- unspecified as to episode of care or not applicable,C0156885,Other current conditions classifiable elsewhere of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.90
Ongoing Pregnancy,ICD9CM,648.93,Other current conditions classifiable elsewhere of mother- antepartum condition or complication,C0156888,Other current conditions classifiable elsewhere of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,648.93
Ongoing Pregnancy,ICD9CM,649.5,Spotting complicating pregnancy,C1719595,Spotting complicating pregnancy- unspecified trimester,narrow,P,OngoingPregnancy2,PrA,649.5
Ongoing Pregnancy,ICD9CM,649.50,Spotting complicating pregnancy- unspecified as to episode of care or not applicable,C1719592,Spotting complicating pregnancy- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,649.50
Ongoing Pregnancy,ICD9CM,649.53,Spotting complicating pregnancy- antepartum condition or complication,C1719594,Spotting complicating pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,649.53
Ongoing Pregnancy,ICD9CM,649.6,Uterine size date discrepancy,C1719601,Uterine size for dates discrepancy,narrow,P,OngoingPregnancy2,PrA,649.6
Ongoing Pregnancy,ICD9CM,649.60,Uterine size date discrepancy- unspecified as to episode of care or not applicable,C1719596,Uterine size date discrepancy- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,649.60
Ongoing Pregnancy,ICD9CM,649.63,Uterine size date discrepancy- antepartum condition or complication,C1719599,Uterine size date discrepancy- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,649.63
Ongoing Pregnancy,ICD9CM,649.7,Cervical shortening,C2349587,Cervical shortening in pregnancy,narrow,P,OngoingPregnancy2,PrA,649.7
Ongoing Pregnancy,ICD9CM,649.70,Cervical shortening- unspecified as to episode of care or not applicable,C2349584,Cervical shortening- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,649.70
Ongoing Pregnancy,ICD9CM,649.73,Cervical shortening- antepartum condition or complication,C2349586,Cervical shortening- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,649.73
Ongoing Pregnancy,ICD9CM,651,Multiple gestation,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy3,PrA,651
Ongoing Pregnancy,ICD9CM,651,Multiple gestation,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy7,PrA,651
Ongoing Pregnancy,ICD9CM,651,Twin pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651
Ongoing Pregnancy,ICD9CM,651,Twin pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651
Ongoing Pregnancy,ICD9CM,651.0,Twin pregnancy,C0152150,Pregnancy- Twin,narrow,P,OngoingPregnancy3,PrA,651.0
Ongoing Pregnancy,ICD9CM,651.0,Twin pregnancy,C0152150,Pregnancy- Twin,narrow,P,OngoingPregnancy7,PrA,651.0
Ongoing Pregnancy,ICD9CM,651.03,Twin pregnancy- antepartum condition or complication,C0156894,Twin pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,651.03
Ongoing Pregnancy,ICD9CM,651.1,Triplet pregnancy,C0152151,Pregnancy- Triplet,narrow,P,OngoingPregnancy3,PrA,651.1
Ongoing Pregnancy,ICD9CM,651.10,Triplet pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651.10
Ongoing Pregnancy,ICD9CM,651.10,Triplet pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651.10
Ongoing Pregnancy,ICD9CM,651.13,Triplet pregnancy- antepartum condition or complication,C0156897,Triplet pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,651.13
Ongoing Pregnancy,ICD9CM,651.2,Quadruplet pregnancy,C0152152,Quadruplet pregnancy,narrow,P,OngoingPregnancy3,PrA,651.2
Ongoing Pregnancy,ICD9CM,651.20,Quadruplet pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651.20
Ongoing Pregnancy,ICD9CM,651.20,Quadruplet pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651.20
Ongoing Pregnancy,ICD9CM,651.23,Quadruplet pregnancy- antepartum condition or complication,C0156900,Quadruplet pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,651.23
Ongoing Pregnancy,ICD9CM,651.3,Twin pregnancy with fetal loss and retention of one fetus,"","",narrow,P,OngoingPregnancy3,PrA,651.3
Ongoing Pregnancy,ICD9CM,651.3,Twin pregnancy with fetal loss and retention of one fetus,"","",narrow,P,OngoingPregnancy7,PrA,651.3
Ongoing Pregnancy,ICD9CM,651.3,Twin pregnancy with fetal loss and retention of one fetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,narrow,P,OngoingPregnancy3,PrA,651.3
Ongoing Pregnancy,ICD9CM,651.3,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,C0156904,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,651.3
Ongoing Pregnancy,ICD9CM,651.30,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651.30
Ongoing Pregnancy,ICD9CM,651.30,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651.30
Ongoing Pregnancy,ICD9CM,651.30,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,C0156902,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,651.30
Ongoing Pregnancy,ICD9CM,651.33,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,"","",narrow,P,OngoingPregnancy3,PrA,651.33
Ongoing Pregnancy,ICD9CM,651.33,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,"","",narrow,P,OngoingPregnancy7,PrA,651.33
Ongoing Pregnancy,ICD9CM,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus (es),"","",narrow,P,OngoingPregnancy3,PrA,651.4
Ongoing Pregnancy,ICD9CM,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus (es),"","",narrow,P,OngoingPregnancy7,PrA,651.4
Ongoing Pregnancy,ICD9CM,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651.4
Ongoing Pregnancy,ICD9CM,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651.4
Ongoing Pregnancy,ICD9CM,651.43,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"","",narrow,P,OngoingPregnancy3,PrA,651.43
Ongoing Pregnancy,ICD9CM,651.43,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"","",narrow,P,OngoingPregnancy7,PrA,651.43
Ongoing Pregnancy,ICD9CM,651.5,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),"","",narrow,P,OngoingPregnancy3,PrA,651.5
Ongoing Pregnancy,ICD9CM,651.5,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),"","",narrow,P,OngoingPregnancy7,PrA,651.5
Ongoing Pregnancy,ICD9CM,651.50,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651.50
Ongoing Pregnancy,ICD9CM,651.50,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651.50
Ongoing Pregnancy,ICD9CM,651.53,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"","",narrow,P,OngoingPregnancy3,PrA,651.53
Ongoing Pregnancy,ICD9CM,651.53,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"","",narrow,P,OngoingPregnancy7,PrA,651.53
Ongoing Pregnancy,ICD9CM,651.6,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),"","",narrow,P,OngoingPregnancy3,PrA,651.6
Ongoing Pregnancy,ICD9CM,651.6,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),"","",narrow,P,OngoingPregnancy7,PrA,651.6
Ongoing Pregnancy,ICD9CM,651.6,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651.6
Ongoing Pregnancy,ICD9CM,651.60,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651.60
Ongoing Pregnancy,ICD9CM,651.63,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"","",narrow,P,OngoingPregnancy3,PrA,651.63
Ongoing Pregnancy,ICD9CM,651.63,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"","",narrow,P,OngoingPregnancy7,PrA,651.63
Ongoing Pregnancy,ICD9CM,651.7,Multiple gestation following (elective) fetal reduction,C1561650,Multiple gestation following (elective) fetal reduction,narrow,P,OngoingPregnancy3,PrA,651.7
Ongoing Pregnancy,ICD9CM,651.70,Multiple gestation following (elective) fetal reduction- unspecified as to episode of care or not applicable,C1561647,Multiple gestation following (elective) fetal reduction- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,651.70
Ongoing Pregnancy,ICD9CM,651.73,Multiple gestation following (elective) fetal reduction- antepartum condition or complication,C1561649,Multiple gestation following (elective) fetal reduction- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,651.73
Ongoing Pregnancy,ICD9CM,651.8,Other specified multiple gestation,C0156917,Other specified multiple gestation,narrow,P,OngoingPregnancy3,PrA,651.8
Ongoing Pregnancy,ICD9CM,651.8,Other specified multiple gestation- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,651.8
Ongoing Pregnancy,ICD9CM,651.80,Other specified multiple gestation- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,651.80
Ongoing Pregnancy,ICD9CM,651.83,Other specified multiple gestation- antepartum condition or complication,"","",narrow,P,OngoingPregnancy3,PrA,651.83
Ongoing Pregnancy,ICD9CM,651.83,Other specified multiple gestation- antepartum condition or complication,"","",narrow,P,OngoingPregnancy7,PrA,651.83
Ongoing Pregnancy,ICD9CM,651.9,Unspecified multiple gestation,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy3,PrA,651.9
Ongoing Pregnancy,ICD9CM,651.9,Unspecified multiple gestation,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy7,PrA,651.9
Ongoing Pregnancy,ICD9CM,651.90,Unspecified multiple gestation- unspecified as to episode of care or not applicable,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy3,PrA,651.90
Ongoing Pregnancy,ICD9CM,651.90,Unspecified multiple gestation- unspecified as to episode of care or not applicable,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy7,PrA,651.90
Ongoing Pregnancy,ICD9CM,651.93,Unspecified multiple gestation- antepartum condition or complication,C0156923,Unspecified multiple gestation- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,651.93
Ongoing Pregnancy,ICD9CM,652,Malposition and malpresentation of fetus,C0156924,Malposition and malpresentation of fetus,narrow,P,OngoingPregnancy3,PrA,652
Ongoing Pregnancy,ICD9CM,652.0,Unstable lie of fetus,C0426066,Unstable lie,narrow,P,OngoingPregnancy3,PrA,652.0
Ongoing Pregnancy,ICD9CM,652.00,Unstable lie- unspecified as to episode of care or not applicable,C0156926,Unstable lie- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,652.00
Ongoing Pregnancy,ICD9CM,652.03,Unstable lie- antepartum condition or complication,"","",narrow,P,OngoingPregnancy3,PrA,652.03
Ongoing Pregnancy,ICD9CM,652.1,Breech or other malpresentation successfully converted to cephalic presentation,C0156929,Breech or other malpresentation successfully converted to cephalic presentation,narrow,P,OngoingPregnancy3,PrA,652.1
Ongoing Pregnancy,ICD9CM,652.10,Breech or other malpresentation successfully converted to cephalic presentation- unspecified as to episode of care or not applicable,C0156930,Breech or other malpresentation successfully converted to cephalic presentation- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,652.10
Ongoing Pregnancy,ICD9CM,652.13,Breech or other malpresentation successfully converted to cephalic presentation- antepartum condition or complication,C0156932,Breech or other malpresentation successfully converted to cephalic presentation- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,652.13
Ongoing Pregnancy,ICD9CM,652.20,Breech presentation without mention of version- unspecified as to episode of care or not applicable,C0156933,Breech presentation without mention of version- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,652.20
Ongoing Pregnancy,ICD9CM,652.23,Breech presentation without mention of version- antepartum condition or complication,C0156935,Breech presentation without mention of version- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,652.23
