event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Ongoing Pregnancy,ICD10,Haemorrhage in early pregnancy- unspecified,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,O20.9,O20.9
Ongoing Pregnancy,ICD10,Haemorrhoids in pregnancy - Hemorrhoids in pregnancy,"","",narrow,P,OngoingPregnancy5,PrA,O22.4,O22.4
Ongoing Pregnancy,ICD10,Hemorrhoids in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.41,O22.41
Ongoing Pregnancy,ICD10,Hemorrhoids in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.42,O22.42
Ongoing Pregnancy,ICD10,Hemorrhoids in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.43,O22.43
Ongoing Pregnancy,ICD10,Hemorrhoids in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.40,O22.40
Ongoing Pregnancy,ICD10,Herpes gestationis,C0019343,Pemphigoid Gestationis,narrow,P,OngoingPregnancy7,PrA,O26.4,O26.4
Ongoing Pregnancy,ICD10,Herpes gestationis- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O26.41,O26.41
Ongoing Pregnancy,ICD10,Herpes gestationis- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O26.42,O26.42
Ongoing Pregnancy,ICD10,Herpes gestationis- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O26.43,O26.43
Ongoing Pregnancy,ICD10,Herpes gestationis- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O26.40,O26.40
Ongoing Pregnancy,ICD10,Hyperemesis gravidarum with metabolic disturbance,C0405080,Hyperemesis gravidarum with metabolic disturbance,narrow,P,OngoingPregnancy1,PrA,O21.1,O21.1
Ongoing Pregnancy,ICD10,Incompetence of cervix uteri,C0007871,Uterine Cervical Incompetence,narrow,P,OngoingPregnancy7,PrA,N88.3,N88.3
Ongoing Pregnancy,ICD10,Infection of cervix in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O23.51,O23.51
Ongoing Pregnancy,ICD10,Infection of other part of genital tract in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O23.59,O23.59
Ongoing Pregnancy,ICD10,Infections of bladder in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O23.1,O23.1
Ongoing Pregnancy,ICD10,Infections of bladder in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.11,O23.11
Ongoing Pregnancy,ICD10,Infections of bladder in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.12,O23.12
Ongoing Pregnancy,ICD10,Infections of bladder in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.13,O23.13
Ongoing Pregnancy,ICD10,Infections of bladder in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.10,O23.10
Ongoing Pregnancy,ICD10,Infections of genitourinary tract in pregnancy,C0156756,Genitourinary tract infection in pregnancy,narrow,P,OngoingPregnancy7,PrA,O23,O23
Ongoing Pregnancy,ICD10,Infections of kidney in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O23.0,O23.0
Ongoing Pregnancy,ICD10,Infections of kidney in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.01,O23.01
Ongoing Pregnancy,ICD10,Infections of kidney in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.02,O23.02
Ongoing Pregnancy,ICD10,Infections of kidney in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.03,O23.03
Ongoing Pregnancy,ICD10,Infections of kidney in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.00,O23.00
Ongoing Pregnancy,ICD10,Infections of other parts of urinary tract in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O23.3,O23.3
Ongoing Pregnancy,ICD10,Infections of other parts of urinary tract in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.31,O23.31
Ongoing Pregnancy,ICD10,Infections of other parts of urinary tract in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.32,O23.32
Ongoing Pregnancy,ICD10,Infections of other parts of urinary tract in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.33,O23.33
Ongoing Pregnancy,ICD10,Infections of other parts of urinary tract in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.30,O23.30
Ongoing Pregnancy,ICD10,Infections of the genital tract in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O23.5,O23.5
Ongoing Pregnancy,ICD10,Infections of urethra in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O23.2,O23.2
Ongoing Pregnancy,ICD10,Infections of urethra in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.21,O23.21
Ongoing Pregnancy,ICD10,Infections of urethra in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.22,O23.22
Ongoing Pregnancy,ICD10,Infections of urethra in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.23,O23.23
Ongoing Pregnancy,ICD10,Infections of urethra in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O23.20,O23.20
Ongoing Pregnancy,ICD10,Late vomiting of pregnancy,C0156699,Late vomiting of pregnancy,narrow,P,OngoingPregnancy1,PrA,O21.2,O21.2
Ongoing Pregnancy,ICD10,Low lying placenta NOS or without hemorrhage,"","",narrow,P,OngoingPregnancy1,PrA,O44.4,O44.4
Ongoing Pregnancy,ICD10,Low lying placenta NOS or without hemorrhage- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.41,O44.41
Ongoing Pregnancy,ICD10,Low lying placenta NOS or without hemorrhage- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.42,O44.42
Ongoing Pregnancy,ICD10,Low lying placenta NOS or without hemorrhage- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.43,O44.43
Ongoing Pregnancy,ICD10,Low lying placenta NOS or without hemorrhage- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.40,O44.40
Ongoing Pregnancy,ICD10,Low lying placenta with hemorrhage,"","",narrow,P,OngoingPregnancy1,PrA,O44.5,O44.5
Ongoing Pregnancy,ICD10,Low lying placenta with hemorrhage- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.51,O44.51
Ongoing Pregnancy,ICD10,Low lying placenta with hemorrhage- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.52,O44.52
Ongoing Pregnancy,ICD10,Low lying placenta with hemorrhage- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.53,O44.53
Ongoing Pregnancy,ICD10,Low lying placenta with hemorrhage- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.50,O44.50
Ongoing Pregnancy,ICD10,Malformation of placenta,"","",narrow,P,OngoingPregnancy7,PrA,O43.1,O43.1
Ongoing Pregnancy,ICD10,Malformation of placenta- unspecified,"","",narrow,P,OngoingPregnancy7,PrA,O43.10,O43.10
Ongoing Pregnancy,ICD10,Maternal care for known or suspected fetal abnormality and damage,"","",narrow,P,OngoingPregnancy7,PrA,O35,O35
Ongoing Pregnancy,ICD10,Maternal hypotension syndrome,C0341966,Maternal hypotension syndrome,narrow,P,OngoingPregnancy5,PrA,O26.5,O26.5
Ongoing Pregnancy,ICD10,Maternal hypotension syndrome- first trimester,"","",narrow,P,OngoingPregnancy5,PrA,O26.51,O26.51
Ongoing Pregnancy,ICD10,Maternal hypotension syndrome- second trimester,"","",narrow,P,OngoingPregnancy5,PrA,O26.52,O26.52
Ongoing Pregnancy,ICD10,Maternal hypotension syndrome- third trimester,"","",narrow,P,OngoingPregnancy5,PrA,O26.53,O26.53
Ongoing Pregnancy,ICD10,Maternal hypotension syndrome- unspecified trimester,"","",narrow,P,OngoingPregnancy5,PrA,O26.50,O26.50
Ongoing Pregnancy,ICD10,Mild hyperemesis gravidarum,C0020451,Mild hyperemesis gravidarum,narrow,P,OngoingPregnancy1,PrA,O21.0,O21.0
Ongoing Pregnancy,ICD10,Mild to moderate pre-eclampsia- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O14.02,O14.02
Ongoing Pregnancy,ICD10,Mild to moderate pre-eclampsia- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O14.03,O14.03
Ongoing Pregnancy,ICD10,Mild to moderate pre-eclampsia- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O14.00,O14.00
Ongoing Pregnancy,ICD10,Morbidly adherent placenta,"","",narrow,P,OngoingPregnancy7,PrA,O43.2,O43.2
Ongoing Pregnancy,ICD10,Multiple gestation,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy3,PrA,O30,O30
Ongoing Pregnancy,ICD10,Multiple gestation,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy7,PrA,O30,O30
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy3,PrA,O30.9,O30.9
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy7,PrA,O30.9,O30.9
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified- first trimester,"","",narrow,P,OngoingPregnancy3,PrA,O30.91,O30.91
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O30.91,O30.91
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified- second trimester,"","",narrow,P,OngoingPregnancy3,PrA,O30.92,O30.92
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O30.92,O30.92
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified- third trimester,"","",narrow,P,OngoingPregnancy3,PrA,O30.93,O30.93
Ongoing Pregnancy,ICD10,Multiple gestation- unspecified- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O30.93,O30.93
Ongoing Pregnancy,ICD10,Oligohydramnios,C0079924,Oligohydramnios,narrow,P,OngoingPregnancy5,PrA,O41.0,O41.0
Ongoing Pregnancy,ICD10,Oligohydramnios- first trimester,"","",narrow,P,OngoingPregnancy5,PrA,O41.01,O41.01
Ongoing Pregnancy,ICD10,Oligohydramnios- second trimester,"","",narrow,P,OngoingPregnancy5,PrA,O41.02,O41.02
Ongoing Pregnancy,ICD10,Oligohydramnios- third trimester,"","",narrow,P,OngoingPregnancy5,PrA,O41.03,O41.03
Ongoing Pregnancy,ICD10,Oligohydramnios- unspecified trimester,C0079924,Oligohydramnios,narrow,P,OngoingPregnancy5,PrA,O41.00,O41.00
Ongoing Pregnancy,ICD10,Other antenatal screening - Encounter for other antenatal screening,"","",narrow,P,OngoingPregnancy7,PrA,Z36.8,Z36.8
Ongoing Pregnancy,ICD10,Other antenatal screening based on amniocentesis,C0260594,Other antenatal screening based on amniocentesis,narrow,P,OngoingPregnancy7,PrA,Z36.2,Z36.2
Ongoing Pregnancy,ICD10,Other antepartum haemorrhage,C0156635,Other antepartum hemorrhage,narrow,P,OngoingPregnancy7,PrA,O46.8,O46.8
Ongoing Pregnancy,ICD10,Other antepartum hemorrhage,"","",narrow,P,OngoingPregnancy1,PrA,O46.8X,O46.8X
Ongoing Pregnancy,ICD10,Other antepartum hemorrhage,"","",narrow,P,OngoingPregnancy7,PrA,O46.8X,O46.8X
Ongoing Pregnancy,ICD10,Other complications of obstetric surgery and procedures,C0157465,Other complications of obstetric surgery and procedures,narrow,P,OngoingPregnancy5,PrA,O75.4,O75.4
Ongoing Pregnancy,ICD10,Other hemorrhage in early pregnancy - Other haemorrhage in early pregnancy,"","",narrow,P,OngoingPregnancy1,PrA,O20.8,O20.8
Ongoing Pregnancy,ICD10,Other malformation of placenta,"","",narrow,P,OngoingPregnancy7,PrA,O43.19,O43.19
Ongoing Pregnancy,ICD10,Other placental disorders,"","",narrow,P,OngoingPregnancy7,PrA,O43.89,O43.89
Ongoing Pregnancy,ICD10,Other placental disorders,C0477835,Other placental disorders,narrow,P,OngoingPregnancy4,PrA,O43.8,O43.8
Ongoing Pregnancy,ICD10,Other pre-existing diabetes mellitus in pregnancy,"","",narrow,P,OngoingPregnancy2,PrA,O24.81,O24.81
Ongoing Pregnancy,ICD10,Other premature separation of placenta,"","",narrow,P,OngoingPregnancy1,PrA,O45.8X,O45.8X
Ongoing Pregnancy,ICD10,Other premature separation of placenta,"","",narrow,P,OngoingPregnancy7,PrA,O45.8,O45.8
Ongoing Pregnancy,ICD10,Other premature separation of placenta,"","",narrow,P,OngoingPregnancy7,PrA,O45.8X,O45.8X
Ongoing Pregnancy,ICD10,Other premature separation of placenta,C0477836,"",narrow,P,OngoingPregnancy1,PrA,O45.8,O45.8
Ongoing Pregnancy,ICD10,Other specified multiple gestation,C0156917,Other specified multiple gestation,narrow,P,OngoingPregnancy3,PrA,O30.8,O30.8
Ongoing Pregnancy,ICD10,Other specified multiple gestation,C0156917,Other specified multiple gestation,narrow,P,OngoingPregnancy7,PrA,O30.8,O30.8
Ongoing Pregnancy,ICD10,Other specified multiple gestation with two or more monoamniotic fetuses,"","",narrow,P,OngoingPregnancy3,PrA,O30.82,O30.82
Ongoing Pregnancy,ICD10,Other specified multiple gestation with two or more monoamniotic fetuses,"","",narrow,P,OngoingPregnancy7,PrA,O30.82,O30.82
Ongoing Pregnancy,ICD10,Other specified multiple gestation with two or more monochorionic fetuses,"","",narrow,P,OngoingPregnancy3,PrA,O30.81,O30.81
Ongoing Pregnancy,ICD10,Other specified multiple gestation with two or more monochorionic fetuses,"","",narrow,P,OngoingPregnancy7,PrA,O30.81,O30.81
Ongoing Pregnancy,ICD10,Other specified multiple gestation- number of chorions and amnions are both equal to the number of fetuses,"","",narrow,P,OngoingPregnancy3,PrA,O30.83,O30.83
Ongoing Pregnancy,ICD10,Other specified multiple gestation- number of chorions and amnions are both equal to the number of fetuses,"","",narrow,P,OngoingPregnancy7,PrA,O30.83,O30.83
Ongoing Pregnancy,ICD10,Other specified multiple gestation- unable to determine number of placenta and number of amniotic sacs,"","",narrow,P,OngoingPregnancy3,PrA,O30.89,O30.89
Ongoing Pregnancy,ICD10,Other specified multiple gestation- unable to determine number of placenta and number of amniotic sacs,"","",narrow,P,OngoingPregnancy7,PrA,O30.89,O30.89
Ongoing Pregnancy,ICD10,Other specified multiple gestation- unspecified number of placenta and unspecified number of amniotic sacs,C2921363,Other specified multiple gestation- unspecified number of placenta and unspecified number of amniotic sacs,narrow,P,OngoingPregnancy3,PrA,O30.80,O30.80
Ongoing Pregnancy,ICD10,Other specified multiple gestation- unspecified number of placenta and unspecified number of amniotic sacs,C2921363,Other specified multiple gestation- unspecified number of placenta and unspecified number of amniotic sacs,narrow,P,OngoingPregnancy7,PrA,O30.80,O30.80
Ongoing Pregnancy,ICD10,Other venous complications in pregnancy,"","",narrow,P,OngoingPregnancy5,PrA,O22.8X,O22.8X
Ongoing Pregnancy,ICD10,Other venous complications in pregnancy,C0477814,Other venous complications in pregnancy,narrow,P,OngoingPregnancy5,PrA,O22.8,O22.8
Ongoing Pregnancy,ICD10,Other vomiting complicating pregnancy,C0156703,Other vomiting complicating pregnancy,narrow,P,OngoingPregnancy1,PrA,O21.8,O21.8
Ongoing Pregnancy,ICD10,Partial placenta previa NOS or without hemorrhage- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.21,O44.21
Ongoing Pregnancy,ICD10,Partial placenta previa NOS or without hemorrhage- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.22,O44.22
Ongoing Pregnancy,ICD10,Partial placenta previa NOS or without hemorrhage- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.23,O44.23
Ongoing Pregnancy,ICD10,Partial placenta previa NOS or without hemorrhage- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.20,O44.20
Ongoing Pregnancy,ICD10,Partial placenta previa with hemorrhage,"","",narrow,P,OngoingPregnancy1,PrA,O44.3,O44.3
Ongoing Pregnancy,ICD10,Partial placenta previa with hemorrhage- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.31,O44.31
Ongoing Pregnancy,ICD10,Partial placenta previa with hemorrhage- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.32,O44.32
Ongoing Pregnancy,ICD10,Partial placenta previa with hemorrhage- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.33,O44.33
Ongoing Pregnancy,ICD10,Partial placenta previa with hemorrhage- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.30,O44.30
Ongoing Pregnancy,ICD10,Partial placenta previa without hemorrhage,"","",narrow,P,OngoingPregnancy1,PrA,O44.2,O44.2
Ongoing Pregnancy,ICD10,Placenta accreta,"","",narrow,P,OngoingPregnancy7,PrA,O43.21,O43.21
Ongoing Pregnancy,ICD10,Placenta increta,"","",narrow,P,OngoingPregnancy7,PrA,O43.22,O43.22
Ongoing Pregnancy,ICD10,Placenta percreta,"","",narrow,P,OngoingPregnancy7,PrA,O43.23,O43.23
Ongoing Pregnancy,ICD10,Placenta praevia,C0032046,Placenta Previa,narrow,P,OngoingPregnancy1,PrA,O44,O44
Ongoing Pregnancy,ICD10,Placenta praevia specified as without haemorrhage,C0156617,Placenta previa without hemorrhage,narrow,P,OngoingPregnancy1,PrA,O44.0,O44.0
Ongoing Pregnancy,ICD10,Placenta praevia with haemorrhage,C0156621,Placenta previa with hemorrhage,narrow,P,OngoingPregnancy1,PrA,O44.1,O44.1
Ongoing Pregnancy,ICD10,Placental disorder- unspecified,C0032045,Placenta Disorders,narrow,P,OngoingPregnancy7,PrA,O43.9,O43.9
Ongoing Pregnancy,ICD10,Placental disorders,C0032045,Placenta Disorders,narrow,P,OngoingPregnancy7,PrA,O43,O43
Ongoing Pregnancy,ICD10,Placental infarction,"","",narrow,P,OngoingPregnancy4,PrA,O43.81,O43.81
Ongoing Pregnancy,ICD10,Placental infarction,"","",narrow,P,OngoingPregnancy7,PrA,O43.81,O43.81
Ongoing Pregnancy,ICD10,Placental transfusion syndromes,"","",narrow,P,OngoingPregnancy7,PrA,O43.0,O43.0
Ongoing Pregnancy,ICD10,Polyhydramnios,C0020224,Polyhydramnios,narrow,P,OngoingPregnancy5,PrA,O40,O40
Ongoing Pregnancy,ICD10,Polyhydramnios,C0020224,Polyhydramnios,narrow,P,OngoingPregnancy7,PrA,O40,O40
Ongoing Pregnancy,ICD10,Polyhydramnios- first trimester,"","",narrow,P,OngoingPregnancy5,PrA,O40.1,O40.1
Ongoing Pregnancy,ICD10,Polyhydramnios- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O40.1,O40.1
Ongoing Pregnancy,ICD10,Polyhydramnios- second trimester,"","",narrow,P,OngoingPregnancy5,PrA,O40.2,O40.2
Ongoing Pregnancy,ICD10,Polyhydramnios- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O40.2,O40.2
Ongoing Pregnancy,ICD10,Polyhydramnios- third trimester,"","",narrow,P,OngoingPregnancy5,PrA,O40.3,O40.3
Ongoing Pregnancy,ICD10,Polyhydramnios- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O40.3,O40.3
Ongoing Pregnancy,ICD10,Polyhydramnios- unspecified trimester,"","",narrow,P,OngoingPregnancy5,PrA,O40.9,O40.9
Ongoing Pregnancy,ICD10,Polyhydramnios- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O40.9,O40.9
Ongoing Pregnancy,ICD10,Pre-eclampsia- unspecified,C0032914,Pre-Eclampsia,narrow,P,OngoingPregnancy7,PrA,O14.9,O14.9
Ongoing Pregnancy,ICD10,Pre-existing type 1 diabetes mellitus- in pregnancy,"","",narrow,P,OngoingPregnancy2,PrA,O24.01,O24.01
Ongoing Pregnancy,ICD10,Pre-existing type 2 diabetes mellitus- in pregnancy,"","",narrow,P,OngoingPregnancy2,PrA,O24.11,O24.11
Ongoing Pregnancy,ICD10,Pregnancy as a chance finding,"","",narrow,P,OngoingPregnancy7,PrA,Z33.9,Z33.9
Ongoing Pregnancy,ICD10,Pregnant state- gestational carrier,"","",narrow,P,OngoingPregnancy7,PrA,Z33.3,Z33.3
Ongoing Pregnancy,ICD10,Pregnant state- incidental,C0451636,Pregnant state- incidental,narrow,P,OngoingPregnancy7,PrA,Z33,Z33
Ongoing Pregnancy,ICD10,Pregnant state- incidental,C0451636,Pregnant state- incidental,narrow,P,OngoingPregnancy7,PrA,Z33.1,Z33.1
Ongoing Pregnancy,ICD10,Premature separation of placenta [abruptio placentae],C0000832,Abruptio Placentae,narrow,P,OngoingPregnancy7,PrA,O45,O45
Ongoing Pregnancy,ICD10,Premature separation of placenta with afibrinogenemia,"","",narrow,P,OngoingPregnancy1,PrA,O45.01,O45.01
Ongoing Pregnancy,ICD10,Premature separation of placenta with afibrinogenemia,"","",narrow,P,OngoingPregnancy7,PrA,O45.01,O45.01
Ongoing Pregnancy,ICD10,Premature separation of placenta with coagulation defect,"","",narrow,P,OngoingPregnancy7,PrA,O45.0,O45.0
Ongoing Pregnancy,ICD10,Premature separation of placenta with coagulation defect,C0451794,"",narrow,P,OngoingPregnancy1,PrA,O45.0,O45.0
Ongoing Pregnancy,ICD10,Premature separation of placenta with coagulation defect- unspecified,"","",narrow,P,OngoingPregnancy1,PrA,O45.00,O45.00
Ongoing Pregnancy,ICD10,Premature separation of placenta with coagulation defect- unspecified,"","",narrow,P,OngoingPregnancy7,PrA,O45.00,O45.00
Ongoing Pregnancy,ICD10,Premature separation of placenta with disseminated intravascular coagulation,"","",narrow,P,OngoingPregnancy1,PrA,O45.02,O45.02
Ongoing Pregnancy,ICD10,Premature separation of placenta with disseminated intravascular coagulation,"","",narrow,P,OngoingPregnancy7,PrA,O45.02,O45.02
